flight_id,airline,source,destination,route,departure_time,arrival_time,duration_minutes
AI037,UNKNOWN,BOM,BLR,BOM → BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0
6F235,INDIGO,HYD,MAA,HYD → MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0
UK111,VISTARA,MAA,BLR,MAA → BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,74.0
6F005,INDIGO,BOM,MAA,BOM → MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0
AI198,AIR INDIA,CCU,MAA,CCU → MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0
UK184,VISTARA,MAA,HYD,MAA → HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,131.0
6F219,INDIGO,MAA,DEL,MAA → DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0
UK066,VISTARA,BOM,CCU,BOM → CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,98.0
6F220,INDIGO,HYD,BOM,HYD → BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0
AI180,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0
6F098,INDIGO,BLR,MAA,BLR → MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,151.0
AI141,AIR INDIA,BLR,DEL,BLR → DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0
SJ170,SPICEJET,BLR,BOM,BLR → BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0
SJ178,SPICEJET,BOM,HYD,BOM → HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0
6F172,INDIGO,BOM,BLR,BOM → BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0
UK220,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,214.0
SJ148,SPICEJET,DEL,BLR,DEL → BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0
UK065,VISTARA,BOM,CCU,BOM → CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,248.0
6F243,INDIGO,BOM,HYD,BOM → HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0
SJ193,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0
UK056,VISTARA,HYD,MAA,HYD → MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0
AI219,UNKNOWN,BLR,DEL,BLR → DEL,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,119.0
SJ073,SPICEJET,CCU,BLR,CCU → BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0
6F052,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0
SJ201,SPICEJET,BLR,DEL,BLR → DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0
UK028,VISTARA,HYD,MAA,HYD → MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0
SJ119,SPICEJET,BOM,CCU,BOM → CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0
AI165,AIR INDIA,DEL,CCU,DEL → CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0
AI255,AIR INDIA,MAA,CCU,MAA → CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0
AI202,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0
SJ039,SPICEJET,MAA,BOM,MAA → BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0
SJ051,UNKNOWN,BOM,BLR,BOM → BLR,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0
UK024,VISTARA,MAA,BLR,MAA → BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0
SJ006,SPICEJET,HYD,BLR,HYD → BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0
AI207,AIR INDIA,BOM,MAA,BOM → MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0
SJ168,SPICEJET,CCU,BOM,CCU → BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0
AI028,AIR INDIA,HYD,BOM,HYD → BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0
6F094,INDIGO,BLR,BOM,BLR → BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0
6F024,INDIGO,BOM,DEL,BOM → DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0
6F061,INDIGO,MAA,BOM,MAA → BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0
AI032,AIR INDIA,MAA,BLR,MAA → BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.00498333333333
UK163,VISTARA,DEL,HYD,DEL → HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0
SJ067,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0
SJ106,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0
AI086,AIR INDIA,CCU,HYD,CCU → HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0
6F263,UNKNOWN,DEL,HYD,DEL → HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0
6F163,INDIGO,MAA,BOM,MAA → BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,237.0
SJ064,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0
UK118,VISTARA,HYD,BLR,HYD → BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.00496666666666
UK022,VISTARA,DEL,HYD,DEL → HYD,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,277.0
UK099,VISTARA,BOM,MAA,BOM → MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0
6F212,INDIGO,BLR,CCU,BLR → CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0
AI023,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0
SJ245,SPICEJET,BOM,DEL,BOM → DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0
6F066,INDIGO,BLR,HYD,BLR → HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0
AI138,AIR INDIA,DEL,CCU,DEL → CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0
SJ021,SPICEJET,HYD,BLR,HYD → BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0
SJ136,SPICEJET,HYD,BLR,HYD → BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0
AI148,AIR INDIA,HYD,MAA,HYD → MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0
SJ014,SPICEJET,BOM,HYD,BOM → HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0
6F104,INDIGO,CCU,BOM,CCU → BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0
SJ121,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0
UK174,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0
AI033,AIR INDIA,MAA,CCU,MAA → CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0
SJ122,SPICEJET,CCU,BOM,CCU → BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0
UK095,VISTARA,BOM,MAA,BOM → MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0
SJ026,SPICEJET,CCU,MAA,CCU → MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0
6F221,INDIGO,MAA,DEL,MAA → DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0
SJ103,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0
SJ011,SPICEJET,BOM,MAA,BOM → MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0
AI002,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0
AI046,UNKNOWN,DEL,BOM,DEL → BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0
SJ053,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0
AI236,AIR INDIA,DEL,BOM,DEL → BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0
AI254,AIR INDIA,CCU,HYD,CCU → HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0
6F063,INDIGO,DEL,HYD,DEL → HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0
6F115,INDIGO,MAA,BLR,MAA → BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0
UK070,VISTARA,BOM,DEL,BOM → DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0
SJ147,SPICEJET,BLR,CCU,BLR → CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0
UK201,VISTARA,HYD,BOM,HYD → BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0
SJ234,SPICEJET,BLR,CCU,BLR → CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0
AI176,AIR INDIA,BLR,DEL,BLR → DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0
SJ045,SPICEJET,DEL,MAA,DEL → MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0
SJ174,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0
AI007,AIR INDIA,MAA,DEL,MAA → DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.00498333333333
AI143,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0
SJ241,SPICEJET,DEL,HYD,DEL → HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,159.0
AI020,UNKNOWN,BOM,BLR,BOM → BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0
UK031,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,215.0
AI013,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0
AI249,AIR INDIA,BLR,HYD,BLR → HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0
UK046,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,148.0
UK168,VISTARA,BLR,CCU,BLR → CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0
AI022,AIR INDIA,BOM,MAA,BOM → MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0
UK218,VISTARA,MAA,BLR,MAA → BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,250.0
UK142,VISTARA,BLR,DEL,BLR → DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,250.0
6F067,INDIGO,MAA,BLR,MAA → BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,183.0
SJ217,SPICEJET,BOM,CCU,BOM → CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,187.0
SJ143,SPICEJET,DEL,BOM,DEL → BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0
AI243,UNKNOWN,BLR,BOM,BLR → BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0
SJ246,SPICEJET,BOM,DEL,BOM → DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.004933333333334
6F170,INDIGO,HYD,DEL,HYD → DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0
UK157,VISTARA,CCU,BOM,CCU → BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.00495
UK172,VISTARA,DEL,BOM,DEL → BOM,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,181.0
SJ139,SPICEJET,DEL,BLR,DEL → BLR,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0
UK085,VISTARA,MAA,DEL,MAA → DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0
6F079,INDIGO,MAA,HYD,MAA → HYD,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,244.0
SJ032,SPICEJET,MAA,BOM,MAA → BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0
6F182,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0
AI106,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0
AI200,AIR INDIA,HYD,MAA,HYD → MAA,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0
6F142,INDIGO,CCU,MAA,CCU → MAA,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,239.0
SJ079,SPICEJET,HYD,DEL,HYD → DEL,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0
SJ082,SPICEJET,BOM,DEL,BOM → DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0
SJ110,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0
6F262,UNKNOWN,MAA,DEL,MAA → DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0
UK143,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0
6F269,UNKNOWN,HYD,MAA,HYD → MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0
6F214,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0
SJ213,SPICEJET,BOM,CCU,BOM → CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0
SJ072,SPICEJET,DEL,HYD,DEL → HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0
6F059,INDIGO,BOM,DEL,BOM → DEL,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,290.0
UK202,VISTARA,DEL,HYD,DEL → HYD,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,266.0
UK037,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,242.0
UK069,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0
SJ118,SPICEJET,DEL,BOM,DEL → BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0
6F145,INDIGO,CCU,DEL,CCU → DEL,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,76.0
UK097,VISTARA,HYD,BOM,HYD → BOM,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,251.0
6F117,INDIGO,CCU,DEL,CCU → DEL,2026-04-19 00:46:41.702,2026-04-19 01:51:41.702,65.0
6F226,INDIGO,DEL,BOM,DEL → BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0
6F050,INDIGO,DEL,BOM,DEL → BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0
UK196,VISTARA,BOM,HYD,BOM → HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0
SJ086,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0
AI134,AIR INDIA,HYD,BOM,HYD → BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0
AI043,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0
UK119,VISTARA,BOM,CCU,BOM → CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0
SJ181,SPICEJET,BOM,BLR,BOM → BLR,2026-04-19 00:20:41.703,2026-04-19 01:49:41.703,89.0
AI070,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,99.0
6F233,INDIGO,BLR,BOM,BLR → BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0
UK013,VISTARA,BOM,MAA,BOM → MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0
6F015,INDIGO,BOM,CCU,BOM → CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0
SJ247,SPICEJET,DEL,BOM,DEL → BOM,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,245.0
AI067,AIR INDIA,HYD,DEL,HYD → DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0
AI211,AIR INDIA,DEL,CCU,DEL → CCU,2026-04-18 23:34:41.703,2026-04-19 01:21:41.703,107.0
UK029,VISTARA,DEL,BOM,DEL → BOM,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,169.0
SJ200,SPICEJET,BOM,DEL,BOM → DEL,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,167.0
6F087,INDIGO,DEL,HYD,DEL → HYD,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,226.0
SJ210,SPICEJET,HYD,CCU,HYD → CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0
AI101,AIR INDIA,DEL,BLR,DEL → BLR,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0
UK075,VISTARA,MAA,CCU,MAA → CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0
SJ091,SPICEJET,BLR,CCU,BLR → CCU,2026-04-18 23:10:41.702,2026-04-19 00:47:41.702,97.0
AI251,AIR INDIA,MAA,DEL,MAA → DEL,2026-04-18 22:40:41.704,2026-04-18 23:24:41.704,44.0
SJ042,SPICEJET,HYD,CCU,HYD → CCU,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,222.0
UK126,VISTARA,CCU,DEL,CCU → DEL,2026-04-18 22:37:41.702,2026-04-19 00:03:41.702,86.0
6F042,INDIGO,HYD,DEL,HYD → DEL,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,246.0
AI116,AIR INDIA,CCU,BOM,CCU → BOM,2026-04-18 22:30:41.702,2026-04-19 01:57:41.702,207.0
SJ209,SPICEJET,BLR,BOM,BLR → BOM,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0
AI123,AIR INDIA,MAA,BOM,MAA → BOM,2026-04-18 22:19:41.702,2026-04-19 00:45:41.702,146.0
6F016,INDIGO,HYD,BOM,HYD → BOM,2026-04-18 22:18:41.701,2026-04-18 22:54:41.701,36.0
UK012,VISTARA,MAA,BOM,MAA → BOM,2026-04-18 22:16:41.701,2026-04-19 00:25:41.701,129.0
SJ188,SPICEJET,BLR,BOM,BLR → BOM,2026-04-18 22:15:41.703,2026-04-18 22:55:41.703,40.0
UK096,VISTARA,BLR,HYD,BLR → HYD,2026-04-18 22:11:41.702,2026-04-19 00:06:41.702,115.0
SJ046,SPICEJET,BOM,MAA,BOM → MAA,2026-04-18 22:01:41.701,2026-04-19 01:25:41.701,204.0
UK081,UNKNOWN,BLR,DEL,BLR → DEL,2026-04-18 22:00:41.702,2026-04-18 23:00:41.702,60.0
UK191,VISTARA,MAA,BLR,MAA → BLR,2026-04-18 21:51:41.703,2026-04-18 22:57:41.703,66.0
6F064,INDIGO,CCU,DEL,CCU → DEL,2026-04-18 21:45:41.701,2026-04-18 22:50:41.701,65.0
AI005,AIR INDIA,DEL,CCU,DEL → CCU,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,47.0
6F021,INDIGO,BLR,MAA,BLR → MAA,2026-04-18 21:23:41.701,2026-04-19 01:25:41.701,242.0
AI169,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-18 21:21:41.703,2026-04-19 01:34:41.703,253.0
UK035,VISTARA,HYD,BOM,HYD → BOM,2026-04-18 21:08:41.701,2026-04-18 22:24:41.701,76.0
AI040,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,101.0
UK042,VISTARA,MAA,BOM,MAA → BOM,2026-04-18 20:59:41.701,2026-04-19 01:38:41.701,279.0
SJ171,SPICEJET,DEL,HYD,DEL → HYD,2026-04-18 20:52:41.703,2026-04-18 23:52:41.703,180.0
AI250,UNKNOWN,BOM,CCU,BOM → CCU,2026-04-18 20:48:41.704,2026-04-19 00:12:41.704,204.0
SJ195,SPICEJET,BOM,CCU,BOM → CCU,2026-04-18 20:41:41.703,2026-04-18 23:54:41.703,193.0
UK211,VISTARA,MAA,CCU,MAA → CCU,2026-04-18 20:39:41.704,2026-04-18 22:02:41.704,83.0
UK122,VISTARA,HYD,CCU,HYD → CCU,2026-04-18 20:29:42.000,2026-04-18 23:29:42.000,180.0
AI136,AIR INDIA,BLR,DEL,BLR → DEL,2026-04-18 20:29:41.702,2026-04-18 23:48:41.702,199.0
6F141,INDIGO,BOM,CCU,BOM → CCU,2026-04-18 20:26:41.702,2026-04-18 22:28:41.702,122.0
6F053,INDIGO,DEL,HYD,DEL → HYD,2026-04-18 20:26:41.701,2026-04-19 00:39:41.701,253.0
6F136,INDIGO,CCU,DEL,CCU → DEL,2026-04-18 20:24:41.702,2026-04-18 21:01:41.702,37.0
6F009,INDIGO,BLR,CCU,BLR → CCU,2026-04-18 20:21:41.701,2026-04-18 23:36:41.701,195.0
6F023,INDIGO,MAA,BLR,MAA → BLR,2026-04-18 20:18:41.701,2026-04-19 00:14:41.701,236.0
UK006,VISTARA,MAA,CCU,MAA → CCU,2026-04-18 20:16:41.701,2026-04-18 21:55:41.701,99.0
SJ165,SPICEJET,CCU,BOM,CCU → BOM,2026-04-18 20:08:41.703,2026-04-18 23:18:41.703,190.0
6F189,INDIGO,MAA,BLR,MAA → BLR,2026-04-18 20:08:41.703,2026-04-18 21:51:41.703,103.0
AI131,AIR INDIA,MAA,BOM,MAA → BOM,2026-04-18 19:55:41.702,2026-04-18 22:35:41.702,160.0
6F004,INDIGO,BOM,CCU,BOM → CCU,2026-04-18 19:53:41.701,2026-04-18 23:33:41.701,220.0
AI027,AIR INDIA,BOM,MAA,BOM → MAA,2026-04-18 19:41:41.701,2026-04-18 23:23:41.701,222.0
AI238,AIR INDIA,CCU,MAA,CCU → MAA,2026-04-18 19:25:41.704,2026-04-19 00:07:41.704,282.0
SJ105,SPICEJET,BOM,HYD,BOM → HYD,2026-04-18 19:22:41.702,2026-04-18 22:48:41.702,206.0
UK088,UNKNOWN,MAA,BLR,MAA → BLR,2026-04-18 19:16:41.702,2026-04-18 23:36:41.702,260.0
6F035,INDIGO,CCU,HYD,CCU → HYD,2026-04-18 19:16:41.701,2026-04-18 23:40:41.701,264.0
AI133,AIR INDIA,DEL,CCU,DEL → CCU,2026-04-18 19:12:41.702,2026-04-18 21:32:41.702,140.0
AI001,AIR INDIA,DEL,HYD,DEL → HYD,2026-04-18 19:00:41.700,2026-04-18 22:03:41.700,183.0
SJ133,SPICEJET,BOM,CCU,BOM → CCU,2026-04-18 18:50:41.702,2026-04-18 21:29:41.702,159.0
SJ216,SPICEJET,BOM,CCU,BOM → CCU,2026-04-18 18:35:41.703,2026-04-18 21:31:41.703,176.0
SJ225,UNKNOWN,DEL,HYD,DEL → HYD,2026-04-18 18:16:41.704,2026-04-18 20:53:41.704,157.0
AI147,AIR INDIA,HYD,CCU,HYD → CCU,2026-04-18 18:14:41.703,2026-04-18 20:10:41.703,116.0
SJ054,SPICEJET,MAA,BLR,MAA → BLR,2026-04-18 18:13:41.701,2026-04-18 22:46:41.701,273.0
6F197,INDIGO,BOM,BLR,BOM → BLR,2026-04-18 17:59:41.703,2026-04-18 22:44:41.703,285.0
SJ066,SPICEJET,HYD,CCU,HYD → CCU,2026-04-18 17:47:41.701,2026-04-18 19:03:41.701,76.0
SJ183,SPICEJET,CCU,DEL,CCU → DEL,2026-04-18 17:44:41.703,2026-04-18 19:40:41.703,116.0
SJ151,SPICEJET,BOM,CCU,BOM → CCU,2026-04-18 17:44:41.702,2026-04-18 19:16:41.702,92.0
SJ071,SPICEJET,CCU,MAA,CCU → MAA,2026-04-18 17:43:41.701,2026-04-18 19:32:41.701,109.0
SJ102,SPICEJET,MAA,CCU,MAA → CCU,2026-04-18 17:26:41.702,2026-04-18 18:58:41.702,92.0
AI209,AIR INDIA,BLR,CCU,BLR → CCU,2026-04-18 17:25:41.703,2026-04-18 18:37:41.703,72.0
6F111,INDIGO,HYD,DEL,HYD → DEL,2026-04-18 17:09:41.702,2026-04-18 20:02:41.702,173.0
AI050,AIR INDIA,BLR,BOM,BLR → BOM,2026-04-18 17:07:41.701,2026-04-18 19:42:41.701,155.0
SJ189,SPICEJET,HYD,BLR,HYD → BLR,2026-04-18 17:05:41.703,2026-04-18 22:01:41.703,296.0
UK112,UNKNOWN,CCU,DEL,CCU → DEL,2026-04-18 17:05:41.702,2026-04-18 19:47:41.702,162.0
6F171,INDIGO,DEL,BLR,DEL → BLR,2026-04-18 17:03:41.703,2026-04-18 18:12:41.703,69.0
AI011,AIR INDIA,CCU,BOM,CCU → BOM,2026-04-18 16:58:41.701,2026-04-18 21:01:41.701,243.0
6F027,INDIGO,BLR,DEL,BLR → DEL,2026-04-18 16:52:41.701,2026-04-18 18:21:41.701,89.0
UK082,VISTARA,DEL,BOM,DEL → BOM,2026-04-18 16:50:41.702,2026-04-18 21:21:41.702,271.0
UK138,VISTARA,DEL,BLR,DEL → BLR,2026-04-18 16:47:41.703,2026-04-18 19:36:41.703,169.0
UK198,VISTARA,DEL,BLR,DEL → BLR,2026-04-18 16:43:41.703,2026-04-18 18:18:41.703,95.0
6F039,INDIGO,MAA,CCU,MAA → CCU,2026-04-18 16:43:41.701,2026-04-18 21:01:41.701,258.0
6F157,INDIGO,MAA,CCU,MAA → CCU,2026-04-18 16:37:41.703,2026-04-18 18:04:41.703,87.0
SJ024,SPICEJET,DEL,MAA,DEL → MAA,2026-04-18 16:29:41.701,2026-04-18 20:21:41.701,232.0
6F167,INDIGO,BLR,BOM,BLR → BOM,2026-04-18 16:26:41.703,2026-04-18 17:50:41.703,84.0
AI197,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-18 16:25:41.703,2026-04-18 20:00:41.703,215.0
SJ211,SPICEJET,MAA,BOM,MAA → BOM,2026-04-18 16:22:41.703,2026-04-18 18:34:41.703,132.0
6F055,INDIGO,DEL,CCU,DEL → CCU,2026-04-18 16:21:41.701,2026-04-18 18:49:41.701,148.0
AI253,AIR INDIA,BLR,BOM,BLR → BOM,2026-04-18 16:13:41.704,2026-04-18 19:51:41.704,218.0
UK060,VISTARA,BLR,CCU,BLR → CCU,2026-04-18 16:09:41.701,2026-04-18 19:42:41.701,213.0
6F257,UNKNOWN,MAA,CCU,MAA → CCU,2026-04-18 16:04:41.704,2026-04-18 19:55:41.704,231.0
SJ135,SPICEJET,MAA,CCU,MAA → CCU,2026-04-18 16:03:41.702,2026-04-18 19:48:41.702,225.0
